FACID,FACID,LAT,LON,totpop,buff,stabbr,statename,region,RAW_E_PM25,S_E_PM25_PER,R_E_PM25_PER,N_E_PM25_PER,S_E_PM25,R_E_PM25,N_E_PM25,RAW_E_O3,S_E_O3_PER,R_E_O3_PER,N_E_O3_PER,S_E_O3,R_E_O3,N_E_O3,RAW_E_DIESEL,S_E_DIESEL_PER,R_E_DIESEL_PER,N_E_DIESEL_PER,S_E_DIESEL,R_E_DIESEL,N_E_DIESEL,RAW_E_CANCER,S_E_CANCER_PER,R_E_CANCER_PER,N_E_CANCER_PER,S_E_CANCER,R_E_CANCER,N_E_CANCER,RAW_E_NEURO,S_E_NEURO_PER,R_E_NEURO_PER,N_E_NEURO_PER,S_E_NEURO,R_E_NEURO,N_E_NEURO,RAW_E_RESP,S_E_RESP_PER,R_E_RESP_PER,N_E_RESP_PER,S_E_RESP,R_E_RESP,N_E_RESP,RAW_E_TRAFFIC,S_E_TRAFFIC_PER,R_E_TRAFFIC_PER,N_E_TRAFFIC_PER,S_E_TRAFFIC,R_E_TRAFFIC,N_E_TRAFFIC,RAW_E_LEAD,S_E_LEAD_PER,R_E_LEAD_PER,N_E_LEAD_PER,S_E_LEAD,R_E_LEAD,N_E_LEAD,RAW_E_NPL,S_E_NPL_PER,R_E_NPL_PER,N_E_NPL_PER,S_E_NPL,R_E_NPL,N_E_NPL,RAW_E_RMP,S_E_RMP_PER,R_E_RMP_PER,N_E_RMP_PER,S_E_RMP,R_E_RMP,N_E_RMP,RAW_E_TSDF,S_E_TSDF_PER,R_E_TSDF_PER,N_E_TSDF_PER,S_E_TSDF,R_E_TSDF,N_E_TSDF,RAW_E_NPDES,S_E_NPDES_PER,R_E_NPDES_PER,N_E_NPDES_PER,S_E_NPDES,R_E_NPDES,N_E_NPDES,RAW_D_INDEX,S_D_INDEX_PER,R_D_INDEX_PER,N_D_INDEX_PER,S_D_INDEX,R_D_INDEX,N_D_INDEX,RAW_D_MINOR,S_D_MINOR_PER,R_D_MINOR_PER,N_D_MINOR_PER,S_D_MINOR,R_D_MINOR,N_D_MINOR,RAW_D_INCOME,S_D_INCOME_PER,R_D_INCOME_PER,N_D_INCOME_PER,S_D_INCOME,R_D_INCOME,N_D_INCOME,RAW_D_LING,S_D_LING_PER,R_D_LING_PER,N_D_LING_PER,S_D_LING,R_D_LING,N_D_LING,RAW_D_LESSHS,S_D_LESSHS_PER,R_D_LESSHS_PER,N_D_LESSHS_PER,S_D_LESSHS,R_D_LESSHS,N_D_LESSHS,RAW_D_UNDER5,S_D_UNDER5_PER,R_D_UNDER5_PER,N_D_UNDER5_PER,S_D_UNDER5,R_D_UNDER5,N_D_UNDER5,RAW_D_OVER64,S_D_OVER64_PER,R_D_OVER64_PER,N_D_OVER64_PER,S_D_OVER64,R_D_OVER64,N_D_OVER64
855,855,40.718333,-97.944444,57.86102719,NA,Nebraska,NE,7,8.7,27,7,33,9.27,9.75,9.32,49.1,58,17,54,49.2,53,47.4,0.353,22,27,20,0.759,0.779,0.937,21,14,4,3,31,38,40, NA,NA,NA,NA,0,0,0,0.88,30,17,10,1.2,1.5,1.8,10,20,21,17,140,490,590,0.59,73,76,81,0.38,0.36,0.3,0.039,48,42,34,0.13,0.097,0.13,0.64,56,70,80,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.11,49,43,37,0.21,0.22,0.31,8,9,6,4,25,26,36,2,7,10,4,19,18,37,14,19,16,18,32,33,35,0,57,65,44,3,2,5,3,28,21,17,9,11,14,5,30,33,36,7,7,6,15,62,59,65,14,14,14
856,856,37.121389,-101.625278,407.6340426,NA,Kansas,KS,7,6.78,0,0,6,9.21,9.75,9.32,55,13,57,87,55.6,53,47.4,0.0909,0,0,1,0.639,0.779,0.937,23,2,8,5,39,38,40, NA,NA,NA,NA,0,0,0,0.83,8,15,9,1.6,1.5,1.8,20,45,32,26,140,490,590,0.34,52,55,64,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,0.78,71,74,84,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.014,7,2,1,0.24,0.22,0.31,23,51,55,37,28,26,36,17,54,66,36,23,18,37,28,46,45,44,33,33,35,0,58,65,44,2,2,5,11,67,64,53,10,11,14,2,7,9,11,7,7,6,19,76,74,78,14,14,14
857,857,39.792583,-75.395278,55.84257967,NA,New Jersey,NJ,2,10.2,92,91,68,9.26,9.13,9.32,50.9,92,97,67,47.6,46.2,47.4,0.895,36,36,59,1.31,1.87,0.937,34,22,30,30,42,44,40, NA,NA,NA,NA,0,0,0,1.4,23,27,33,2.1,2.4,1.8,170,45,43,60,660,1800,590,0.52,58,46,76,0.42,0.52,0.3,1,89,94,98,0.44,0.29,0.13,1.5,94,97,93,0.33,0.24,0.43,0.15,85,92,89,0.099,0.07,0.072,1,89,84,93,0.42,0.53,0.31,24,46,44,39,33,36,36,15,25,30,33,42,43,37,33,72,62,53,25,30,35,16,84,81,90,7,8,5,28,90,85,86,12,14,14,1,6,6,5,6,6,6,14,58,56,57,14,14,14
858,858,30.345278,-81.710278,7740.780011,NA,Florida,FL,4,8.04,95,31,21,7.05,8.9,9.32,34.2,48,15,6,33.3,42.4,47.4,1.25,80,85,77,0.883,0.752,0.937,46,90,69,73,37,42,40, NA,NA,NA,NA,0,0,0,2.1,80,79,71,1.7,1.7,1.8,210,58,73,63,450,290,590,0.55,93,93,78,0.12,0.16,0.3,0.7,97,98,97,0.13,0.077,0.13,4.7,99,99,99,0.32,0.32,0.43,0.068,73,82,69,0.061,0.044,0.072,0.13,61,52,42,0.18,0.2,0.31,75,90,92,91,41,38,36,86,85,89,88,43,37,37,64,87,86,88,38,39,35,0,30,51,44,7,3,5,25,84,81,82,14,15,14,4,35,29,27,6,6,6,13,46,51,54,18,15,14
859,859,40.298611,-97.671667,108.572717,NA,Nebraska,NE,7,8.69,26,7,33,9.27,9.75,9.32,50.1,71,24,61,49.2,53,47.4,0.339,21,25,19,0.759,0.779,0.937,23,21,7,5,31,38,40, NA,NA,NA,NA,0,0,0,0.64,15,6,4,1.2,1.5,1.8,2.3,6,7,7,140,490,590,0.59,73,77,81,0.38,0.36,0.3,0,24,21,16,0.13,0.097,0.13,0.8,62,75,84,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.029,9,6,3,0.21,0.22,0.31,17,41,37,24,25,26,36,1,6,8,4,19,18,37,33,58,54,52,32,33,35,0,57,65,44,3,2,5,8,56,47,39,9,11,14,4,18,20,24,7,7,6,23,86,87,88,14,14,14
860,860,34.867778,-79.103889,509.5809438,NA,North Carolina,NC,4,9.15,47,46,42,9.13,8.9,9.32,45,25,54,32,46.4,42.4,47.4,0.316,24,18,17,0.636,0.752,0.937,38,28,29,42,41,42,40, NA,NA,NA,NA,0,0,0,1.2,37,18,24,1.4,1.7,1.8,2.5,12,10,7,170,290,590,0.13,55,60,41,0.17,0.16,0.3,0.046,52,56,40,0.078,0.077,0.13,0.39,84,79,71,0.26,0.32,0.43,0,76,36,26,0.011,0.044,0.072,0.14,55,56,46,0.19,0.2,0.31,72,92,90,90,37,38,36,82,92,87,85,35,37,37,63,86,85,87,39,39,35,3,73,70,63,3,3,5,24,79,79,81,15,15,14,9,76,77,75,6,6,6,8,24,22,26,14,15,14
861,861,43.412222,-83.955556,7842.202616,NA,Michigan,MI,5,9.5,20,12,50,9.76,10.6,9.32,48.5,15,19,50,50.3,50.3,47.4,0.642,48,37,43,0.726,0.931,0.937,37,77,68,41,31,34,40, NA,NA,NA,NA,0,0,0,1.6,70,55,46,1.3,1.7,1.8,1000,83,91,87,570,370,590,0.74,82,83,89,0.39,0.39,0.3,0.055,46,47,46,0.14,0.12,0.13,0.15,54,34,42,0.32,0.51,0.43,0.037,53,49,48,0.069,0.069,0.072,0.18,65,54,58,0.25,0.31,0.31,68,90,91,87,30,29,36,69,89,89,79,24,24,37,66,89,91,90,35,33,35,2,80,74,59,2,2,5,25,92,90,83,11,11,14,7,67,63,60,6,6,6,9,21,26,30,15,14,14
862,862,37.274444,-89.191111,231.8539769,NA,Illinois,IL,5,10,2,22,63,11.2,10.6,9.32,57.3,99,99,94,50.8,50.3,47.4,0.354,6,14,20,1.28,0.931,0.937,32,34,43,24,36,34,40, NA,NA,NA,NA,0,0,0,0.86,9,13,10,1.8,1.7,1.8,4.8,5,11,10,500,370,590,0.37,47,54,66,0.42,0.39,0.3,0.031,22,23,28,0.095,0.12,0.13,1,79,85,88,0.69,0.51,0.43,0.032,42,44,43,0.059,0.069,0.072,0.036,0,2,4,0.38,0.31,0.31,35,61,72,57,35,29,36,25,47,67,46,37,24,37,45,74,74,70,32,33,35,0,44,58,44,5,2,5,22,82,87,79,12,11,14,5,37,38,37,6,6,6,29,96,95,95,13,14,14
863,863,29.552064,-97.970534,4327.427599,NA,Texas,TX,6,8.92,25,27,37,9.63,9.45,9.32,42.3,34,29,21,45.4,47,47.4,0.862,66,69,57,0.756,0.72,0.937,39,35,31,48,41,42,40, NA,NA,NA,NA,0,0,0,1.5,39,37,43,1.8,1.8,1.8,86,43,50,48,390,320,590,0.21,73,70,52,0.16,0.18,0.3,0,24,26,16,0.075,0.072,0.13,2.6,96,97,98,0.61,0.55,0.43,0.023,29,34,31,0.085,0.075,0.072,1,85,88,93,0.48,0.41,0.31,49,54,60,73,47,45,36,56,50,58,72,56,50,37,43,58,57,67,39,39,35,9,69,77,82,8,6,5,28,74,78,86,18,17,14,7,53,55,65,7,7,6,16,80,76,69,11,12,14
864,864,41.278361,-95.882556,6567.996057,NA,Iowa,IA,7,10.3,91,75,71,9.67,9.75,9.32,48.7,26,12,51,49.5,53,47.4,1.86,98,95,91,0.585,0.779,0.937,40,92,61,52,30,38,40, NA,NA,NA,NA,0,0,0,2,97,83,68,1.1,1.5,1.8,3100,88,96,96,1400,490,590,0.62,72,78,82,0.44,0.36,0.3,0.27,90,93,90,0.1,0.097,0.13,3.3,97,98,99,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.13,61,49,44,0.2,0.22,0.31,23,68,56,37,21,26,36,13,67,56,29,12,18,37,34,64,56,53,30,33,35,0,66,65,44,2,2,5,10,67,58,47,9,11,14,7,62,61,62,6,7,6,13,42,48,55,15,14,14
865,865,28.997222,-80.964167,1994.838351,NA,Florida,FL,4,6.12,7,2,2,7.05,8.9,9.32,35.6,69,21,8,33.3,42.4,47.4,0.386,12,27,23,0.883,0.752,0.937,33,27,13,26,37,42,40, NA,NA,NA,NA,0,0,0,1.2,14,17,23,1.7,1.7,1.8,110,49,63,53,450,290,590,0.036,50,33,22,0.12,0.16,0.3,0.032,24,46,29,0.13,0.077,0.13,0.79,89,89,84,0.32,0.32,0.43,0.024,27,46,34,0.061,0.044,0.072,0.044,20,10,7,0.18,0.2,0.31,22,22,25,34,41,38,36,5,5,10,12,43,37,37,38,54,50,60,38,39,35,0,30,51,44,7,3,5,11,50,44,52,14,15,14,3,31,25,23,6,6,6,21,72,82,84,18,15,14
866,866,37.159444,-88.639444,251.5774824,NA,Illinois,IL,5,9.92,1,20,60,11.2,10.6,9.32,57.1,99,99,93,50.8,50.3,47.4,0.364,7,16,21,1.28,0.931,0.937,34,47,54,31,36,34,40, NA,NA,NA,NA,0,0,0,0.99,15,21,14,1.8,1.7,1.8,5.7,6,13,11,500,370,590,0.27,39,43,58,0.42,0.39,0.3,0.063,58,53,51,0.095,0.12,0.13,0.39,53,65,71,0.69,0.51,0.43,0.092,84,79,78,0.059,0.069,0.072,0.2,53,60,63,0.38,0.31,0.31,29,54,65,48,35,29,36,17,37,58,36,37,24,37,41,69,68,65,32,33,35,1,49,65,50,5,2,5,15,68,74,63,12,11,14,8,75,76,74,6,6,6,15,65,61,64,13,14,14
867,867,29.701667,-95.071944,616.8541033,NA,Texas,TX,6,10.6,80,85,79,9.63,9.45,9.32,39.2,15,10,14,45.4,47,47.4,0.942,72,74,62,0.756,0.72,0.937,58,98,97,94,41,42,40, NA,NA,NA,NA,0,0,0,1.8,54,52,55,1.8,1.8,1.8,210,61,67,63,390,320,590,0.14,66,61,42,0.16,0.18,0.3,0.15,88,89,79,0.075,0.072,0.13,11,99,99,99,0.61,0.55,0.43,1.2,99,99,99,0.085,0.075,0.072,3.4,98,99,99,0.48,0.41,0.31,37,40,44,60,47,45,36,55,49,58,71,56,50,37,19,25,21,28,39,39,35,2,36,47,56,8,6,5,18,56,58,70,18,17,14,7,44,47,57,7,7,6,13,68,61,53,11,12,14
868,868,39.181702,-84.502831,7057.483306,NA,Ohio,OH,5,11.8,90,89,94,11.3,10.6,9.32,54.8,79,93,86,52.8,50.3,47.4,1.43,81,83,83,0.995,0.931,0.937,47,89,93,74,37,34,40, NA,NA,NA,NA,0,0,0,2.4,83,86,80,1.8,1.7,1.8,530,92,83,78,170,370,590,0.72,81,81,88,0.42,0.39,0.3,0.12,81,76,72,0.091,0.12,0.13,3.3,99,98,99,0.44,0.51,0.43,1.1,99,99,99,0.089,0.069,0.072,0.71,88,89,89,0.33,0.31,0.31,72,95,93,89,27,29,36,68,92,88,78,19,24,37,76,95,95,95,34,33,35,0,68,59,45,1,2,5,21,86,86,77,11,11,14,16,97,98,97,6,6,6,6,10,13,15,15,14,14
869,869,39.763677,-98.923337,50.87452181,NA,Kansas,KS,7,7.95,9,3,20,9.21,9.75,9.32,52.3,1,38,76,55.6,53,47.4,0.163,4,1,4,0.639,0.779,0.937,23,1,6,5,39,38,40, NA,NA,NA,NA,0,0,0,0.54,1,3,2,1.6,1.5,1.8,11,34,22,18,140,490,590,0.58,74,75,80,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1.5,89,89,93,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,18,36,39,25,28,26,36,6,17,30,14,23,18,37,30,49,49,47,33,33,35,0,58,65,44,2,2,5,11,64,61,50,10,11,14,6,40,43,46,7,7,6,30,96,95,95,14,14,14
870,870,41.45,-96.366667,1207.273409,NA,Nebraska,NE,7,9.72,59,54,55,9.27,9.75,9.32,50.4,74,29,64,49.2,53,47.4,0.355,23,27,20,0.759,0.779,0.937,24,27,10,7,31,38,40, NA,NA,NA,NA,0,0,0,0.72,19,10,6,1.2,1.5,1.8,31,44,39,33,140,490,590,0.38,52,58,67,0.38,0.36,0.3,0.031,44,37,28,0.13,0.097,0.13,0.2,31,42,55,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.17,65,61,56,0.21,0.22,0.31,10,17,14,9,25,26,36,2,8,10,4,19,18,37,19,29,26,28,32,33,35,0,57,65,44,3,2,5,3,26,19,15,9,11,14,9,72,76,76,7,7,6,11,42,37,44,14,14,14
871,871,40.451389,-99.298611,24.53545817,NA,Nebraska,NE,7,7.89,13,3,19,9.27,9.75,9.32,51.3,87,35,71,49.2,53,47.4,0.248,12,10,10,0.759,0.779,0.937,20,11,2,3,31,38,40, NA,NA,NA,NA,0,0,0,0.55,10,3,2,1.2,1.5,1.8,16,29,28,23,140,490,590,0.46,58,65,73,0.38,0.36,0.3,0,24,21,16,0.13,0.097,0.13,0.25,37,49,62,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.027,8,5,2,0.21,0.22,0.31,8,9,6,4,25,26,36,1,2,4,2,19,18,37,15,20,18,20,32,33,35,1,59,67,45,3,2,5,4,33,25,21,9,11,14,6,44,47,50,7,7,6,14,53,50,57,14,14,14
872,872,40.741611,-98.884972,37.66907913,NA,Nebraska,NE,7,8.26,18,4,25,9.27,9.75,9.32,50.4,75,29,64,49.2,53,47.4,0.459,31,36,29,0.759,0.779,0.937,22,18,6,4,31,38,40, NA,NA,NA,NA,0,0,0,0.77,21,12,7,1.2,1.5,1.8,3.1,8,8,8,140,490,590,0.44,56,64,71,0.38,0.36,0.3,0.023,37,28,21,0.13,0.097,0.13,0.23,35,47,60,0.88,0.59,0.43,0,99,51,26,0.00011,0.045,0.072,0.12,52,47,41,0.21,0.22,0.31,17,39,35,22,25,26,36,3,12,14,7,19,18,37,31,55,49,48,32,33,35,0,57,65,44,3,2,5,7,54,45,37,9,11,14,10,76,81,81,7,7,6,14,58,54,61,14,14,14
873,873,40.169556,-89.484917,61.9009307,NA,Illinois,IL,5,10.3,12,32,72,11.2,10.6,9.32,52.2,82,75,76,50.8,50.3,47.4,0.345,5,13,19,1.28,0.931,0.937,27,8,19,11,36,34,40, NA,NA,NA,NA,0,0,0,0.68,2,5,5,1.8,1.7,1.8,41,36,40,37,500,370,590,0.52,60,68,77,0.42,0.39,0.3,0,7,9,16,0.095,0.12,0.13,0.76,72,79,84,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.1,19,28,32,0.38,0.31,0.31,10,10,13,8,35,29,36,5,14,26,13,37,24,37,15,25,21,20,32,33,35,0,44,58,44,5,2,5,4,26,25,23,12,11,14,5,41,42,41,6,6,6,17,72,69,71,13,14,14
874,874,39.765516,-98.790802,713.1109853,NA,Kansas,KS,7,7.95,9,3,20,9.21,9.75,9.32,52.3,1,38,76,55.6,53,47.4,0.219,12,6,8,0.639,0.779,0.937,25,3,10,7,39,38,40, NA,NA,NA,NA,0,0,0,0.65,3,7,4,1.6,1.5,1.8,31,53,39,33,140,490,590,0.55,71,73,78,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,1.1,81,82,89,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0,5,1,1,0.24,0.22,0.31,23,52,56,38,28,26,36,3,7,17,8,23,18,37,44,72,72,68,33,33,35,0,58,65,44,2,2,5,9,56,52,43,10,11,14,7,53,57,58,7,7,6,31,97,97,96,14,14,14
875,875,37.283056,-97.772222,47.17105263,NA,Kansas,KS,7,8.95,31,12,38,9.21,9.75,9.32,57,99,99,93,55.6,53,47.4,0.249,17,10,10,0.639,0.779,0.937,33,20,28,25,39,38,40, NA,NA,NA,NA,0,0,0,1,13,24,16,1.6,1.5,1.8,11,32,21,17,140,490,590,0.61,76,78,82,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,0.69,67,71,82,0.61,0.59,0.43,0.022,43,55,30,0.064,0.045,0.072,0.03,12,6,3,0.24,0.22,0.31,25,56,60,41,28,26,36,13,43,56,29,23,18,37,37,62,61,59,33,33,35,0,58,65,44,2,2,5,6,45,39,32,10,11,14,11,83,86,86,7,7,6,15,58,54,61,14,14,14
876,876,28.023766,-82.762477,12113.56352,NA,Florida,FL,4,7,45,14,8,7.05,8.9,9.32,35.4,62,19,8,33.3,42.4,47.4,0.814,49,61,54,0.883,0.752,0.937,36,44,23,36,37,42,40, NA,NA,NA,NA,0,0,0,1.5,38,40,40,1.7,1.7,1.8,340,67,80,71,450,290,590,0.095,66,52,35,0.12,0.16,0.3,0.063,47,66,51,0.13,0.077,0.13,2.3,98,98,97,0.32,0.32,0.43,0.026,31,50,36,0.061,0.044,0.072,1.1,98,98,94,0.18,0.2,0.31,22,22,25,34,41,38,36,13,18,26,29,43,37,37,30,39,36,47,38,39,35,1,32,54,47,7,3,5,11,48,42,50,14,15,14,4,37,30,28,6,6,6,27,83,91,93,18,15,14
877,877,29.716944,-95.227778,2831.218718,NA,Texas,TX,6,11.4,92,95,90,9.63,9.45,9.32,39.1,14,10,13,45.4,47,47.4,1.12,83,83,71,0.756,0.72,0.937,49,88,81,80,41,42,40, NA,NA,NA,NA,0,0,0,2.1,74,75,72,1.8,1.8,1.8,1400,93,95,90,390,320,590,0.39,84,83,67,0.16,0.18,0.3,0.99,99,99,98,0.075,0.072,0.13,7.1,99,99,99,0.61,0.55,0.43,0.77,98,99,99,0.085,0.075,0.072,4.9,99,99,99,0.48,0.41,0.31,83,91,93,96,47,45,36,92,83,86,91,56,50,37,74,91,92,94,39,39,35,18,84,88,91,8,6,5,52,94,95,98,18,17,14,13,90,91,94,7,7,6,4,13,10,7,11,12,14
878,878,39.195694,-96.075056,2726.795358,NA,Kansas,KS,7,8.98,32,12,38,9.21,9.75,9.32,54.6,7,54,85,55.6,53,47.4,0.356,32,27,20,0.639,0.779,0.937,31,16,25,20,39,38,40, NA,NA,NA,NA,0,0,0,1.1,18,31,20,1.6,1.5,1.8,53,63,48,41,140,490,590,0.4,57,59,68,0.37,0.36,0.3,0,24,21,16,0.078,0.097,0.13,2.5,97,96,98,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.03,12,7,3,0.24,0.22,0.31,29,64,68,48,28,26,36,17,53,66,36,23,18,37,41,68,68,64,33,33,35,0,58,65,44,2,2,5,5,36,30,25,10,11,14,11,83,87,87,7,7,6,16,66,62,68,14,14,14
879,879,28.019444,-82.785833,9191.243867,NA,Florida,FL,4,6.93,40,12,7,7.05,8.9,9.32,35.6,69,21,8,33.3,42.4,47.4,0.742,42,56,49,0.883,0.752,0.937,36,46,24,37,37,42,40, NA,NA,NA,NA,0,0,0,1.5,38,40,40,1.7,1.7,1.8,200,57,72,62,450,290,590,0.31,85,83,61,0.12,0.16,0.3,0.061,45,65,50,0.13,0.077,0.13,2.9,99,99,98,0.32,0.32,0.43,0.025,29,48,35,0.061,0.044,0.072,2.4,99,99,99,0.18,0.2,0.31,25,29,33,41,41,38,36,13,18,27,30,43,37,37,37,51,47,58,38,39,35,1,35,57,49,7,3,5,10,44,38,47,14,15,14,3,30,24,22,6,6,6,32,87,94,96,18,15,14
880,880,38.347366,-98.7713,1358.355705,NA,Kansas,KS,7,8.08,10,4,22,9.21,9.75,9.32,55.3,20,62,88,55.6,53,47.4,0.509,45,40,33,0.639,0.779,0.937,37,40,45,39,39,38,40, NA,NA,NA,NA,0,0,0,1.3,26,40,27,1.6,1.5,1.8,190,84,69,61,140,490,590,0.67,82,83,85,0.37,0.36,0.3,0.13,86,80,75,0.078,0.097,0.13,0.6,65,68,79,0.61,0.59,0.43,0,37,51,26,0.064,0.045,0.072,0.48,87,89,83,0.24,0.22,0.31,61,92,93,82,28,26,36,57,90,92,72,23,18,37,64,90,91,88,33,33,35,9,91,94,81,2,2,5,35,95,97,92,10,11,14,11,85,89,89,7,7,6,10,33,29,36,14,14,14
881,881,34.7725,-77.555833,436.8353429,NA,North Carolina,NC,4,8.24,12,33,25,9.13,8.9,9.32,40.9,0,39,17,46.4,42.4,47.4,0.206,8,4,7,0.636,0.752,0.937,31,12,8,20,41,42,40, NA,NA,NA,NA,0,0,0,0.88,13,4,10,1.4,1.7,1.8,5.9,19,16,12,170,290,590,0.12,51,57,38,0.17,0.16,0.3,0.051,57,60,43,0.078,0.077,0.13,0.33,81,76,68,0.26,0.32,0.43,0,76,36,26,0.011,0.044,0.072,0.04,2,8,6,0.19,0.2,0.31,34,52,51,56,37,38,36,26,45,45,47,35,37,37,43,59,58,67,39,39,35,0,51,51,44,3,3,5,24,80,80,81,15,15,14,5,41,43,41,6,6,6,8,26,24,28,14,15,14
882,882,40.526583,-89.178333,1197.378873,NA,Illinois,IL,5,10.4,20,37,75,11.2,10.6,9.32,53,85,82,80,50.8,50.3,47.4,0.324,3,11,17,1.28,0.931,0.937,26,4,14,9,36,34,40, NA,NA,NA,NA,0,0,0,0.69,2,5,5,1.8,1.7,1.8,1.2,2,5,5,500,370,590,0.55,61,69,78,0.42,0.39,0.3,0,7,9,16,0.095,0.12,0.13,3,97,98,98,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.062,5,10,14,0.38,0.31,0.31,11,12,15,9,35,29,36,6,17,31,16,37,24,37,15,26,22,21,32,33,35,1,46,62,48,5,2,5,6,35,35,30,12,11,14,7,63,65,62,6,6,6,14,61,56,59,13,14,14
883,883,48.144722,-95.81,136.7195531,NA,Minnesota,MN,5,7.82,4,2,18,9.95,10.6,9.32,40.2,8,1,16,44.2,50.3,47.4,0.111,3,1,2,0.753,0.931,0.937,16,0,0,0,36,34,40, NA,NA,NA,NA,0,0,0,0.47,2,0,1,2.2,1.7,1.8,5.8,14,13,12,350,370,590,0.24,49,39,55,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,0.54,68,71,77,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.13,55,38,42,0.21,0.31,0.31,17,49,37,24,22,29,36,11,50,45,26,18,24,37,24,49,38,36,27,33,35,0,56,58,44,2,2,5,5,39,27,24,8,11,14,8,66,69,66,6,6,6,14,57,53,57,14,14,14
884,884,36.2407,-86.714,7409.014042,NA,Tennessee,TN,4,10.4,92,86,76,9.8,8.9,9.32,51.9,73,92,75,51,42.4,47.4,1.44,88,91,83,0.811,0.752,0.937,52,90,87,87,43,42,40, NA,NA,NA,NA,0,0,0,2.2,85,81,73,1.6,1.7,1.8,470,89,85,77,210,290,590,0.28,77,81,59,0.2,0.16,0.3,0,39,30,16,0.054,0.077,0.13,1.2,92,94,90,0.35,0.32,0.43,0.027,47,51,37,0.051,0.044,0.072,0.2,70,72,62,0.21,0.2,0.31,43,77,64,67,32,38,36,41,78,61,61,25,37,37,46,63,63,71,39,39,35,3,85,72,65,2,3,5,19,66,68,73,15,15,14,6,52,52,50,6,6,6,20,79,78,80,14,15,14
885,885,45.564722,-93.223056,5535.680657,NA,Minnesota,MN,5,9.22,23,9,44,9.95,10.6,9.32,43.3,19,3,24,44.2,50.3,47.4,0.449,36,24,28,0.753,0.931,0.937,30,35,32,18,36,34,40, NA,NA,NA,NA,0,0,0,1.4,33,44,36,2.2,1.7,1.8,160,70,63,59,350,370,590,0.18,40,31,47,0.33,0.39,0.3,0.026,25,16,23,0.18,0.12,0.13,0.83,79,81,85,0.5,0.51,0.43,0.035,39,48,46,0.11,0.069,0.072,0.76,95,90,90,0.21,0.31,0.31,20,58,45,30,22,29,36,5,29,27,14,18,24,37,35,72,59,55,27,33,35,1,59,59,45,2,2,5,9,66,51,43,8,11,14,6,48,53,50,6,6,6,17,71,69,72,14,14,14
886,886,43.697639,-95.471389,462.7399938,NA,Minnesota,MN,5,9.09,20,7,41,9.95,10.6,9.32,49.9,99,37,60,44.2,50.3,47.4,0.195,11,3,6,0.753,0.931,0.937,18,4,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.48,2,0,1,2.2,1.7,1.8,73,55,49,46,350,370,590,0.56,78,71,79,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.6,94,92,94,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.17,66,51,54,0.21,0.31,0.31,15,39,29,18,22,29,36,9,43,40,22,18,24,37,21,42,33,30,27,33,35,1,61,61,46,2,2,5,15,87,75,65,8,11,14,7,57,61,58,6,6,6,18,73,72,74,14,14,14
887,887,41.69375,-89.112111,24.12587413,NA,Illinois,IL,5,10.3,16,35,73,11.2,10.6,9.32,50.5,62,49,65,50.8,50.3,47.4,0.366,8,16,21,1.28,0.931,0.937,24,0,8,6,36,34,40, NA,NA,NA,NA,0,0,0,0.71,3,6,5,1.8,1.7,1.8,0.47,1,3,4,500,370,590,0.6,66,74,81,0.42,0.39,0.3,0.026,12,16,23,0.095,0.12,0.13,0.49,59,69,75,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.052,3,6,10,0.38,0.31,0.31,20,36,45,30,35,29,36,2,5,9,4,37,24,37,38,65,64,60,32,33,35,0,44,58,44,5,2,5,9,50,52,44,12,11,14,12,92,93,92,6,6,6,16,69,65,68,13,14,14
