OBJECTID,id,name,lat,lon,_ACSTOTPOP,_ACSIPOVBAS,_ACSTOTHH,_ACSEDUCBAS,_PRE1960,_buff,_stabbr,_statename,_region,_S_P_PM25,_R_P_PM25,_N_P_PM25,_S_P_O3,_R_P_O3,_N_P_O3,_S_P_DIESEL,_R_P_DIESEL,_N_P_DIESEL,_S_P_CANCER,_R_P_CANCER,_N_P_CANCER,_S_P_RESP,_R_P_RESP,_N_P_RESP,_S_P_TRAFFIC,_R_P_TRAFFIC,_N_P_TRAFFIC,_S_P_LEAD,_R_P_LEAD,_N_P_LEAD,_S_P_NPL,_R_P_NPL,_N_P_NPL,_S_P_RMP,_R_P_RMP,_N_P_RMP,_S_P_TSDF,_R_P_TSDF,_N_P_TSDF,_S_P_NPDES,_R_P_NPDES,_N_P_NPDES,_RAW_E_PM25,_S_E_PM25_PER,_R_E_PM25_PER,_N_E_PM25_PER,_S_E_PM25,_R_E_PM25,_N_E_PM25,_RAW_E_O3,_S_E_O3_PER,_R_E_O3_PER,_N_E_O3_PER,_S_E_O3,_R_E_O3,_N_E_O3,_RAW_E_DIESEL,_S_E_DIESEL_PER,_R_E_DIESEL_PER,_N_E_DIESEL_PER,_S_E_DIESEL,_R_E_DIESEL,_N_E_DIESEL,_RAW_E_CANCER,_S_E_CANCER_PER,_R_E_CANCER_PER,_N_E_CANCER_PER,_S_E_CANCER,_R_E_CANCER,_N_E_CANCER,_RAW_E_RESP,_S_E_RESP_PER,_R_E_RESP_PER,_N_E_RESP_PER,_S_E_RESP,_R_E_RESP,_N_E_RESP,_RAW_E_TRAFFIC,_S_E_TRAFFIC_PER,_R_E_TRAFFIC_PER,_N_E_TRAFFIC_PER,_S_E_TRAFFIC,_R_E_TRAFFIC,_N_E_TRAFFIC,_RAW_E_LEAD,_S_E_LEAD_PER,_R_E_LEAD_PER,_N_E_LEAD_PER,_S_E_LEAD,_R_E_LEAD,_N_E_LEAD,_RAW_E_NPL,_S_E_NPL_PER,_R_E_NPL_PER,_N_E_NPL_PER,_S_E_NPL,_R_E_NPL,_N_E_NPL,_RAW_E_RMP,_S_E_RMP_PER,_R_E_RMP_PER,_N_E_RMP_PER,_S_E_RMP,_R_E_RMP,_N_E_RMP,_RAW_E_TSDF,_S_E_TSDF_PER,_R_E_TSDF_PER,_N_E_TSDF_PER,_S_E_TSDF,_R_E_TSDF,_N_E_TSDF,_RAW_E_NPDES,_S_E_NPDES_PER,_R_E_NPDES_PER,_N_E_NPDES_PER,_S_E_NPDES,_R_E_NPDES,_N_E_NPDES,_RAW_D_INDEX,_S_D_INDEX_PER,_R_D_INDEX_PER,_N_D_INDEX_PER,_S_D_INDEX,_R_D_INDEX,_N_D_INDEX,_RAW_D_MINOR,_S_D_MINOR_PER,_R_D_MINOR_PER,_N_D_MINOR_PER,_S_D_MINOR,_R_D_MINOR,_N_D_MINOR,_RAW_D_INCOME,_S_D_INCOME_PER,_R_D_INCOME_PER,_N_D_INCOME_PER,_S_D_INCOME,_R_D_INCOME,_N_D_INCOME,_RAW_D_LING,_S_D_LING_PER,_R_D_LING_PER,_N_D_LING_PER,_S_D_LING,_R_D_LING,_N_D_LING,_RAW_D_LESSHS,_S_D_LESSHS_PER,_R_D_LESSHS_PER,_N_D_LESSHS_PER,_S_D_LESSHS,_R_D_LESSHS,_N_D_LESSHS,_RAW_D_UNDER5,_S_D_UNDER5_PER,_R_D_UNDER5_PER,_N_D_UNDER5_PER,_S_D_UNDER5,_R_D_UNDER5,_N_D_UNDER5,_RAW_D_OVER64,_S_D_OVER64_PER,_R_D_OVER64_PER,_N_D_OVER64_PER,_S_D_OVER64,_R_D_OVER64,_N_D_OVER64
804,PA9579276,Facility PA9579276,40.4617315,-79.45070591,733,732,290,550,78,1 miles,PA,Pennsylvania,3,24,16,11,25,20,15,37,31,23,26,20,16,26,22,19,47,38,30,39,23,13,20,12,8,52,37,31,35,25,19,49,32,21,10.2,76,90,91,9.49,8.64,8.3,46.7,61,71,78,45.6,44.9,43,0.282,26,<50th,<50th,0.445,0.477,0.479,30,48,<50th,<50th,32,31,32,0.36,46,<50th,<50th,0.37,0.4,0.44,69,26,28,29,570,640,750,0.25,28,47,57,0.48,0.36,0.28,0.16,68,75,79,0.19,0.15,0.13,0.14,18,28,24,0.79,0.62,0.74,0.42,40,46,48,1.4,1.3,4,0.0002,31,50,57,71,30,14,6%,4,3,2,26%,30%,36%,3%,19,12,7,23%,32%,39%,9%,12,16,11,30%,28%,33%,0%,57,55,45,2%,3%,4%,4%,22,23,21,10%,11%,13%,4%,29,27,25,6%,6%,6%,14%,38,47,54,17%,16%,15%
805,MN8216416,Facility MN8216416,45.1686533,-93.07895136,9243,9170,3360,6200,859,1 miles,MN,Minnesota,5,78,69,53,79,69,54,62,60,45,77,67,52,73,63,50,88,80,68,46,43,24,6,4,3,79,70,54,89,81,75,90,84,80,7.4,83,14,24,6.68,8.63,8.3,36.3,48,6,15,36.2,43.4,43,0.527,81,70-80th,60-70th,0.333,0.446,0.479,33,98,80-90th,50-60th,24,26,32,0.48,98,90-95th,60-70th,0.31,0.34,0.44,290,72,61,56,440,530,750,0.25,51,42,57,0.31,0.38,0.28,1.1,97,98,98,0.18,0.13,0.13,0.84,67,68,72,0.76,0.82,0.74,5.4,95,94,91,1.2,1.5,4,0.000033,55,39,50,0.27,0.82,14,29%,76,65,48,22%,28%,36%,30%,79,71,50,19%,25%,39%,28%,64,52,48,25%,31%,33%,4%,80,80,67,2%,2%,4%,9%,72,57,48,7%,10%,13%,6%,55,60,57,6%,6%,6%,17%,64,61,65,15%,15%,15%
806,IN6688449,Facility IN6688449,41.56346161,-87.54358445,2441,2441,910,1733,599,1 miles,IN,Indiana,5,39,34,24,40,37,27,32,27,21,37,33,29,38,33,30,38,38,30,4,7,5,1,1,1,5,6,4,16,18,12,48,46,32,9.21,67,66,75,9,8.63,8.3,43.7,42,36,49,43.9,43.4,43,0.455,59,60-70th,50-60th,0.449,0.446,0.479,27,68,60-70th,<50th,26,26,32,0.34,55,50-60th,<50th,0.34,0.34,0.44,97,39,37,34,380,530,750,0.65,83,78,85,0.34,0.38,0.28,0.87,96,98,97,0.17,0.13,0.13,1.9,88,87,89,0.82,0.82,0.74,1.3,72,65,69,1.1,1.5,4,0.0000071,32,35,45,0.45,0.82,14,18%,39,40,25,27%,28%,36%,13%,53,48,27,20%,25%,39%,23%,35,40,37,33%,31%,33%,0%,64,58,45,2%,2%,4%,6%,30,38,32,12%,10%,13%,4%,32,34,33,6%,6%,6%,13%,45,42,46,15%,15%,15%
807,NH3859744,Facility NH3859744,42.5575678,-71.45349913,380,373,174,287,80,1 miles,NH,New Hampshire,1,73,57,41,75,57,37,79,66,47,77,58,40,77,59,42,80,72,52,50,48,16,26,12,4,88,75,54,84,67,42,65,54,36,5.5,55,12,3,5.43,6.34,8.3,36.2,22,11,14,37.9,41.1,43,0.119,27,<50th,<50th,0.204,0.344,0.479,20,23,<50th,<50th,23,25,32,0.24,23,<50th,<50th,0.28,0.31,0.44,0.68,14,5,5,390,930,750,0.39,71,46,69,0.31,0.45,0.28,0.44,89,93,94,0.18,0.15,0.13,0.026,4,1,1,0.24,0.57,0.74,0.11,17,13,20,1.4,2.4,4,0.000000052,29,27,38,0.14,0.24,14,18%,74,53,27,15%,24%,36%,3%,24,12,7,9%,24%,39%,34%,82,73,57,21%,25%,33%,0%,69,46,45,1%,5%,4%,11%,80,68,54,7%,9%,13%,3%,31,29,21,5%,5%,6%,23%,79,81,84,16%,16%,15%
808,MN3334345,Facility MN3334345,46.68415779,-95.27926912,1175,1159,461,656,149,1 miles,MN,Minnesota,5,94,85,74,95,88,78,87,77,63,92,85,71,91,84,69,89,82,70,94,87,84,99,99,98,85,75,62,92,85,80,88,81,75,5.02,5,0,1,6.68,8.63,8.3,33.5,7,0,7,36.2,43.4,43,0.0548,1,<50th,<50th,0.333,0.446,0.479,15,1,<50th,<50th,24,26,32,0.17,3,<50th,<50th,0.31,0.34,0.44,92,45,36,33,440,530,750,0.25,52,43,58,0.31,0.38,0.28,1,97,98,98,0.18,0.13,0.13,0.026,1,0,1,0.76,0.82,0.74,0.83,63,55,60,1.2,1.5,4,0.000000015,48,28,37,0.27,0.82,14,69%,97,92,89,22%,28%,36%,81%,98,92,84,19%,25%,39%,58%,93,87,86,25%,31%,33%,1%,64,65,50,2%,2%,4%,14%,86,74,64,7%,10%,13%,10%,86,86,85,6%,6%,6%,12%,38,34,40,15%,15%,15%
809,PA9203999,Facility PA9203999,41.91158663,-76.29544741,3457,3433,1650,2664,1002,1 miles,PA,Pennsylvania,3,43,32,23,41,33,25,36,30,22,40,33,26,36,32,26,36,28,22,23,13,7,25,17,11,12,7,6,43,31,24,6,4,2,8.32,14,44,49,9.49,8.64,8.3,43,6,25,45,45.6,44.9,43,0.398,48,<50th,50-60th,0.445,0.477,0.479,28,35,<50th,<50th,32,31,32,0.37,50,<50th,<50th,0.37,0.4,0.44,240,49,50,52,570,640,750,0.51,56,70,77,0.48,0.36,0.28,0.16,69,75,80,0.19,0.15,0.13,1.2,78,84,80,0.79,0.62,0.74,0.38,38,44,47,1.4,1.3,4,0.57,88,93,94,71,30,14,17%,44,31,23,26%,30%,36%,7%,36,23,16,23%,32%,39%,27%,53,55,45,30%,28%,33%,0%,57,55,45,2%,3%,4%,5%,30,31,28,10%,11%,13%,5%,54,50,46,6%,6%,6%,24%,82,85,87,17%,16%,15%
810,NJ9055613,Facility NJ9055613,39.82230136,-74.71502717,4304,4158,1549,3174,432,1 miles,NJ,New Jersey,2,20,14,17,23,18,19,22,19,13,22,15,19,21,15,18,22,21,15,29,32,17,0,0,0,42,38,42,33,32,22,N/A,77,74,9.06,90,97,72,8.48,7.88,8.3,46.1,66,80,74,45.5,44.4,43,0.493,33,<50th,60-70th,0.696,0.941,0.479,31,46,<50th,<50th,31,32,32,0.41,50,<50th,<50th,0.43,0.47,0.44,240,37,34,52,830,1400,750,0.27,36,24,59,0.41,0.51,0.28,2.6,98,99,99,0.44,0.29,0.13,0.075,13,11,9,0.75,0.58,0.74,0.37,28,24,47,5.5,30,4,0,N/A,43,37,0.24,0.92,14,17%,29,27,23,34%,37%,36%,21%,30,35,38,44%,44%,39%,13%,39,28,19,24%,29%,33%,2%,38,40,54,7%,8%,4%,7%,47,38,38,11%,13%,13%,4%,31,31,27,6%,6%,6%,25%,90,89,89,15%,15%,15%
811,IN4975202,Facility IN4975202,38.85908219,-85.63251647,10381,10047,3392,5798,3585,1 miles,IN,Indiana,5,88,86,76,87,85,74,92,91,84,89,87,73,90,88,74,94,91,83,94,90,88,96,98,96,97,96,94,95,94,90,97,97,97,9.87,99,96,87,9,8.63,8.3,42.9,10,25,44,43.9,43.4,43,1.06,99,95-100th,90-95th,0.449,0.446,0.479,33,97,80-90th,50-60th,26,26,32,0.48,98,90-95th,60-70th,0.34,0.34,0.44,1500,95,92,87,380,530,750,0.76,89,85,91,0.34,0.38,0.28,0.85,96,97,97,0.17,0.13,0.13,5.3,99,99,99,0.82,0.82,0.74,6.6,98,96,93,1.1,1.5,4,1.2,95,94,95,0.45,0.82,14,58%,91,87,80,27%,28%,36%,47%,87,81,65,20%,25%,39%,69%,93,93,93,33%,31%,33%,10%,95,91,83,2%,2%,4%,34%,96,96,92,12%,10%,13%,9%,76,79,76,6%,6%,6%,7%,12,13,15,15%,15%,15%
812,MN4577442,Facility MN4577442,44.25276895,-92.48192441,9156,9056,3728,6440,1916,1 miles,MN,Minnesota,5,83,73,58,83,73,58,82,72,57,83,73,58,83,73,58,34,33,26,70,63,41,17,10,7,79,69,53,46,42,30,93,87,84,7.42,86,14,25,6.68,8.63,8.3,36.2,39,5,14,36.2,43.4,43,0.666,93,80-90th,70-80th,0.333,0.446,0.479,32,92,80-90th,50-60th,24,26,32,0.45,95,80-90th,50-60th,0.31,0.34,0.44,1700,94,93,88,440,530,750,0.5,75,67,76,0.31,0.38,0.28,3.2,99,99,99,0.18,0.13,0.13,1.3,81,80,83,0.76,0.82,0.74,4.6,94,92,89,1.2,1.5,4,0.0012,79,58,67,0.27,0.82,14,36%,83,73,58,22%,28%,36%,37%,85,76,56,19%,25%,39%,35%,75,62,58,25%,31%,33%,6%,88,87,76,2%,2%,4%,13%,84,71,61,7%,10%,13%,5%,39,45,44,6%,6%,6%,12%,43,40,44,15%,15%,15%
813,NJ141752,Facility NJ141752,41.20994784,-74.43958764,101318,99638,41812,73704,22843,1 miles,NJ,New Jersey,2,66,62,64,65,62,64,45,36,29,66,62,64,64,60,62,78,72,80,70,64,76,74,76,87,75,74,74,1,6,0,81,85,88,8.84,74,91,66,8.48,7.88,8.3,44,5,21,51,45.5,44.4,43,2.47,99,95-100th,95-100th,0.696,0.941,0.479,41,99,70-80th,80-90th,31,32,32,0.75,99,80-90th,95-100th,0.43,0.47,0.44,560,62,53,70,830,1400,750,0.5,57,45,76,0.41,0.51,0.28,0.33,65,78,92,0.44,0.29,0.13,0.62,67,72,65,0.75,0.58,0.74,83,98,87,98,5.5,30,4,0.019,80,84,83,0.24,0.92,14,40%,65,61,63,34%,37%,36%,52%,63,62,68,44%,44%,39%,28%,66,55,47,24%,29%,33%,10%,76,72,84,7%,8%,4%,12%,67,59,60,11%,13%,13%,7%,70,68,65,6%,6%,6%,8%,17,16,20,15%,15%,15%
814,PA3085168,Facility PA3085168,39.54436991,-75.539278,6616,5116,1716,4514,337,1 miles,PA,Pennsylvania,3,6,3,3,7,5,4,4,3,3,7,4,4,5,4,5,40,32,25,26,15,8,4,2,1,23,15,13,4,3,3,14,8,6,10.4,87,94,93,9.49,8.64,8.3,46.8,70,75,79,45.6,44.9,43,0.534,66,60-70th,60-70th,0.445,0.477,0.479,32,61,60-70th,50-60th,32,31,32,0.41,70,50-60th,<50th,0.37,0.4,0.44,67,25,28,28,570,640,750,0.19,21,40,51,0.48,0.36,0.28,0.32,87,90,92,0.19,0.15,0.13,0.27,40,52,47,0.79,0.62,0.74,1.7,73,75,74,1.4,1.3,4,0.024,72,82,84,71,30,14,18%,47,34,25,26%,30%,36%,25%,71,53,44,23%,32%,39%,11%,17,21,15,30%,28%,33%,2%,72,69,57,2%,3%,4%,5%,32,32,30,10%,11%,13%,3%,28,26,24,6%,6%,6%,10%,20,28,34,17%,16%,15%
815,MN8287000,Facility MN8287000,45.18078296,-93.48620111,12904,12815,6112,9701,3350,1 miles,MN,Minnesota,5,46,46,33,51,47,35,29,27,21,41,35,31,39,33,30,2,2,2,12,12,8,2,1,1,24,16,10,3,4,3,N/A,81,74,7.26,71,12,22,6.68,8.63,8.3,36.2,41,5,14,36.2,43.4,43,0.514,80,60-70th,60-70th,0.333,0.446,0.479,29,73,70-80th,<50th,24,26,32,0.38,73,70-80th,<50th,0.31,0.34,0.44,1200,91,89,84,440,530,750,0.53,77,69,78,0.31,0.38,0.28,1.1,97,98,98,0.18,0.13,0.13,1.4,81,80,83,0.76,0.82,0.74,4,92,89,88,1.2,1.5,4,0,N/A,28,37,0.27,0.82,14,20%,59,46,30,22%,28%,36%,21%,69,61,39,19%,25%,39%,19%,42,33,30,25%,31%,33%,3%,75,75,61,2%,2%,4%,5%,45,33,28,7%,10%,13%,5%,39,45,44,6%,6%,6%,11%,36,32,37,15%,15%,15%
816,IN4544611,Facility IN4544611,38.3513067,-85.80193036,1298,1273,466,868,119,1 miles,IN,Indiana,5,28,24,16,27,23,17,30,25,20,23,19,18,22,17,18,24,24,20,28,30,17,1,1,1,13,13,8,20,21,14,20,20,12,8.5,10,31,55,9,8.63,8.3,43.6,37,34,48,43.9,43.4,43,0.338,36,<50th,<50th,0.449,0.446,0.479,28,74,60-70th,<50th,26,26,32,0.38,77,70-80th,<50th,0.34,0.34,0.44,210,57,54,49,380,530,750,0.23,46,40,56,0.34,0.38,0.28,0.51,93,95,95,0.17,0.13,0.13,0.78,66,66,70,0.82,0.82,0.74,0.7,58,52,57,1.1,1.5,4,0.0039,65,66,74,0.45,0.82,14,20%,48,48,31,27%,28%,36%,18%,64,57,35,20%,25%,39%,22%,34,40,37,33%,31%,33%,8%,93,90,80,2%,2%,4%,10%,51,60,51,12%,10%,13%,10%,84,86,85,6%,6%,6%,13%,47,44,48,15%,15%,15%
817,NJ8098004,Facility NJ8098004,38.68125008,-74.46768683,1823,1823,521,1202,240,1 miles,NJ,New Jersey,2,81,79,80,83,80,82,71,66,75,79,74,77,78,72,76,72,67,75,83,76,89,96,98,99,73,71,72,67,61,72,70,77,77,8.02,19,44,39,8.48,7.88,8.3,44.7,36,50,60,45.5,44.4,43,0.284,6,<50th,<50th,0.696,0.941,0.479,26,11,<50th,<50th,31,32,32,0.34,11,<50th,<50th,0.43,0.47,0.44,180,32,30,46,830,1400,750,0.46,53,41,74,0.41,0.51,0.28,1.9,96,98,99,0.44,0.29,0.13,0.19,42,42,37,0.75,0.58,0.74,0.25,23,20,40,5.5,30,4,0.0000016,31,46,42,0.24,0.92,14,59%,81,77,81,34%,37%,36%,67%,72,69,77,44%,44%,39%,52%,88,83,80,24%,29%,33%,5%,57,56,70,7%,8%,4%,35%,95,92,93,11%,13%,13%,8%,75,73,70,6%,6%,6%,12%,43,40,43,15%,15%,15%
818,MN9401758,Facility MN9401758,44.28275206,-95.63791456,2009,1951,886,1440,557,1 miles,MN,Minnesota,5,73,65,50,76,66,51,79,70,54,69,61,48,70,62,49,56,50,39,47,44,25,80,71,55,43,31,21,80,72,56,24,36,23,8.18,99,21,44,6.68,8.63,8.3,39.1,98,14,25,36.2,43.4,43,0.112,12,<50th,<50th,0.333,0.446,0.479,33,96,80-90th,50-60th,24,26,32,0.39,76,70-80th,<50th,0.31,0.34,0.44,140,56,45,41,440,530,750,0.54,78,70,79,0.31,0.38,0.28,0.011,7,1,5,0.18,0.13,0.13,1.2,79,78,81,0.76,0.82,0.74,0.036,10,3,4,1.2,1.5,4,0.0053,85,68,76,0.27,0.82,14,27%,74,62,45,22%,28%,36%,13%,53,48,28,19%,25%,39%,41%,82,71,67,25%,31%,33%,2%,70,70,55,2%,2%,4%,13%,85,73,63,7%,10%,13%,7%,60,64,62,6%,6%,6%,21%,81,80,81,15%,15%,15%
819,PA8647630,Facility PA8647630,41.3045896,-81.12310837,6599,6482,3348,5150,2546,1 miles,PA,Pennsylvania,3,62,50,39,64,53,42,54,45,35,57,48,38,62,54,44,39,31,24,54,34,20,5,2,1,59,44,37,21,15,12,11,7,4,10,69,87,90,9.49,8.64,8.3,46.7,66,73,79,45.6,44.9,43,0.424,52,<50th,50-60th,0.445,0.477,0.479,35,77,80-90th,60-70th,32,31,32,0.35,42,<50th,<50th,0.37,0.4,0.44,500,68,67,68,570,640,750,0.68,70,81,86,0.48,0.36,0.28,1.5,98,99,99,0.19,0.15,0.13,0.24,37,49,44,0.79,0.62,0.74,2.5,83,84,81,1.4,1.3,4,0.55,88,93,94,71,30,14,27%,69,57,45,26%,30%,36%,21%,67,48,39,23%,32%,39%,34%,66,67,57,30%,28%,33%,2%,67,65,53,2%,3%,4%,7%,45,44,40,10%,11%,13%,5%,46,43,39,6%,6%,6%,24%,84,86,88,17%,16%,15%
820,NJ767396,Facility NJ767396,41.52026223,-74.4976381,8240,8236,2947,5702,1912,1 miles,NJ,New Jersey,2,46,39,40,46,41,41,46,36,30,46,39,40,47,39,41,52,46,41,28,31,16,31,21,11,10,9,14,16,19,9,81,85,88,8.7,61,83,61,8.48,7.88,8.3,46.8,82,91,79,45.5,44.4,43,0.529,39,<50th,60-70th,0.696,0.941,0.479,30,42,<50th,<50th,31,32,32,0.39,36,<50th,<50th,0.43,0.47,0.44,120,24,24,39,830,1400,750,0.55,63,51,79,0.41,0.51,0.28,0.41,69,81,93,0.44,0.29,0.13,1.2,80,87,80,0.75,0.58,0.74,3,66,53,84,5.5,30,4,0.051,89,89,87,0.24,0.92,14,29%,51,48,47,34%,37%,36%,32%,45,47,51,44%,44%,39%,26%,63,52,43,24%,29%,33%,8%,72,68,81,7%,8%,4%,10%,61,53,53,11%,13%,13%,7%,63,62,58,6%,6%,6%,15%,61,58,59,15%,15%,15%
821,MN1776825,Facility MN1776825,45.57405427,-92.68166736,6937,6866,2311,4297,25,1 miles,MN,Minnesota,5,28,31,21,30,30,22,26,25,19,23,20,18,23,19,19,38,37,29,75,68,46,1,0,0,55,44,30,41,38,26,N/A,81,74,7.11,59,11,19,6.68,8.63,8.3,36.7,62,7,16,36.2,43.4,43,0.349,56,<50th,<50th,0.333,0.446,0.479,29,74,70-80th,<50th,24,26,32,0.37,69,70-80th,<50th,0.31,0.34,0.44,81,42,34,31,440,530,750,0.01,6,3,13,0.31,0.38,0.28,0.79,95,97,97,0.18,0.13,0.13,0.15,23,23,27,0.76,0.82,0.74,0.25,44,35,40,1.2,1.5,4,0,N/A,28,37,0.27,0.82,14,12%,29,21,12,22%,28%,36%,13%,51,47,27,19%,25%,39%,11%,21,15,15,25%,31%,33%,0%,56,59,45,2%,2%,4%,3%,31,21,19,7%,10%,13%,5%,30,36,36,6%,6%,6%,8%,23,19,23,15%,15%,15%
822,IN4149641,Facility IN4149641,41.76331712,-87.06814534,4885,4797,1719,2751,1643,1 miles,IN,Indiana,5,97,97,90,97,96,90,96,95,90,97,96,86,97,96,85,96,94,87,99,97,97,99,99,99,99,99,99,99,99,97,99,99,98,9.53,84,80,81,9,8.63,8.3,44.5,77,51,57,43.9,43.4,43,0.62,82,70-80th,70-80th,0.449,0.446,0.479,29,81,70-80th,<50th,26,26,32,0.38,76,70-80th,<50th,0.34,0.34,0.44,680,86,80,74,380,530,750,0.72,87,83,89,0.34,0.38,0.28,1.7,99,99,99,0.17,0.13,0.13,5.7,99,99,99,0.82,0.82,0.74,9.7,99,98,95,1.1,1.5,4,4.2,98,97,97,0.45,0.82,14,81%,98,97,96,27%,28%,36%,93%,98,95,92,20%,25%,39%,68%,92,93,93,33%,31%,33%,7%,92,89,79,2%,2%,4%,28%,92,93,88,12%,10%,13%,9%,81,83,81,6%,6%,6%,13%,47,44,48,15%,15%,15%
823,NJ5785556,Facility NJ5785556,40.72591866,-74.40617242,7737,7737,3119,5604,1576,1 miles,NJ,New Jersey,2,65,61,63,65,61,63,64,60,65,64,61,63,64,60,62,57,51,48,49,50,37,72,74,86,74,73,74,63,58,65,13,12,12,9.41,95,98,79,8.48,7.88,8.3,47.5,99,98,84,45.5,44.4,43,0.59,49,<50th,70-80th,0.696,0.941,0.479,33,66,50-60th,50-60th,31,32,32,0.43,56,50-60th,<50th,0.43,0.47,0.44,140,26,25,41,830,1400,750,0.46,53,41,74,0.41,0.51,0.28,1.4,93,96,99,0.44,0.29,0.13,1.1,79,86,79,0.75,0.58,0.74,1.5,51,41,71,5.5,30,4,0.039,87,88,86,0.24,0.92,14,38%,62,58,60,34%,37%,36%,40%,54,54,59,44%,44%,39%,35%,74,66,58,24%,29%,33%,1%,32,36,49,7%,8%,4%,8%,54,45,46,11%,13%,13%,6%,57,56,52,6%,6%,6%,15%,57,54,55,15%,15%,15%
824,PA6528971,Facility PA6528971,40.67130811,-75.26945439,1060,1059,385,692,63,1 miles,PA,Pennsylvania,3,6,3,3,8,5,5,8,6,5,7,5,5,8,6,7,31,25,19,34,20,11,15,9,5,4,2,2,1,1,1,8,5,3,10.3,81,92,92,9.49,8.64,8.3,44.8,29,40,61,45.6,44.9,43,0.417,51,<50th,50-60th,0.445,0.477,0.479,31,55,50-60th,50-60th,32,31,32,0.36,47,<50th,<50th,0.37,0.4,0.44,99,32,33,35,570,640,750,0.16,17,35,47,0.48,0.36,0.28,0.12,56,64,71,0.19,0.15,0.13,0.96,72,79,75,0.79,0.62,0.74,2.5,83,84,81,1.4,1.3,4,0.09,82,88,89,71,30,14,14%,33,23,17,26%,30%,36%,22%,68,49,40,23%,32%,39%,7%,7,11,7,30%,28%,33%,0%,57,55,45,2%,3%,4%,4%,24,24,22,10%,11%,13%,6%,65,61,57,6%,6%,6%,11%,24,32,38,17%,16%,15%
825,MN6990935,Facility MN6990935,45.20210758,-92.40480583,7303,7278,2954,5093,112,1 miles,MN,Minnesota,5,34,36,25,38,37,28,26,24,19,28,25,23,28,24,23,10,10,9,69,63,41,0,0,0,61,51,35,23,20,13,N/A,81,74,7.32,77,13,23,6.68,8.63,8.3,36.2,41,5,14,36.2,43.4,43,0.426,68,50-60th,50-60th,0.333,0.446,0.479,29,76,70-80th,<50th,24,26,32,0.38,74,70-80th,<50th,0.31,0.34,0.44,500,81,74,68,440,530,750,0.037,17,10,24,0.31,0.38,0.28,1.3,97,99,99,0.18,0.13,0.13,0.13,19,19,23,0.76,0.82,0.74,0.85,63,56,61,1.2,1.5,4,0,N/A,28,37,0.27,0.82,14,20%,58,46,30,22%,28%,36%,24%,72,65,43,19%,25%,39%,16%,35,26,24,25%,31%,33%,2%,71,71,56,2%,2%,4%,4%,40,28,24,7%,10%,13%,6%,51,56,54,6%,6%,6%,16%,63,61,64,15%,15%,15%
826,NJ4220681,Facility NJ4220681,41.66253485,-74.51224106,45888,45285,19053,35613,11866,1 miles,NJ,New Jersey,2,70,66,68,70,65,68,75,68,79,71,66,68,71,66,69,4,7,3,70,64,76,82,88,94,80,80,79,66,60,70,83,87,90,8.63,52,78,59,8.48,7.88,8.3,44.2,14,33,54,45.5,44.4,43,1.47,95,70-80th,95-100th,0.696,0.941,0.479,39,97,70-80th,80-90th,31,32,32,0.61,95,70-80th,80-90th,0.43,0.47,0.44,2300,91,83,92,830,1400,750,0.57,65,53,80,0.41,0.51,0.28,0.92,86,93,98,0.44,0.29,0.13,1.1,79,86,79,0.75,0.58,0.74,58,97,80,98,5.5,30,4,0.02,81,84,83,0.24,0.92,14,44%,69,64,68,34%,37%,36%,63%,70,67,75,44%,44%,39%,25%,62,51,42,24%,29%,33%,14%,82,79,89,7%,8%,4%,15%,74,66,67,11%,13%,13%,5%,51,51,46,6%,6%,6%,15%,60,57,58,15%,15%,15%
827,IN3307094,Facility IN3307094,41.03372166,-85.78825639,4924,4817,2002,3230,900,1 miles,IN,Indiana,5,52,48,35,52,49,37,53,46,35,55,52,42,55,51,42,22,22,18,30,32,18,2,1,1,62,57,41,27,28,18,15,17,10,8.83,36,47,66,9,8.63,8.3,43.8,44,37,50,43.9,43.4,43,0.317,31,<50th,<50th,0.449,0.446,0.479,22,15,<50th,<50th,26,26,32,0.28,16,<50th,<50th,0.34,0.34,0.44,450,76,71,65,380,530,750,0.44,68,62,72,0.34,0.38,0.28,0.95,97,98,98,0.17,0.13,0.13,0.16,22,25,29,0.82,0.82,0.74,1.2,70,64,67,1.1,1.5,4,0.018,79,77,82,0.45,0.82,14,20%,47,47,31,27%,28%,36%,8%,41,35,19,20%,25%,39%,32%,53,58,54,33%,31%,33%,0%,64,58,45,2%,2%,4%,12%,62,70,60,12%,10%,13%,4%,33,35,35,6%,6%,6%,12%,41,38,43,15%,15%,15%
